Exercise;Element;reference_plantuml;reference;session_id;exercise_name;model_number;elem_type;plantuml;predicted;correct;llm
case_14_university_courses;Class;Assignment;1;P041;case_14_university_courses;model013;Class;Assignment;1;1;gpt-5
case_14_university_courses;Attributes;Student.ID;1;P041;case_14_university_courses;model013;Attributes;Student.studentCode;1;1;gpt-5
case_14_university_courses;Attributes;TeachingAssistant.FirstName;1;P041;case_14_university_courses;model013;Attributes;TeachingAssistant.firstName;1;1;gpt-5
case_14_university_courses;Attributes;TeachingAssistant.LastName;1;P041;case_14_university_courses;model013;Attributes;TeachingAssistant.lastName;1;1;gpt-5
case_14_university_courses;Attributes;LabSection.StartTime;1;P041;case_14_university_courses;model013;Attributes;LabSection.timeSlot;1;1;gpt-5
case_14_university_courses;Attributes;LabSection.EndTime;1;P041;case_14_university_courses;model013;Attributes;LabSection.location;1;1;gpt-5
case_14_university_courses;Attributes;LabSection.Location;1;P041;case_14_university_courses;model013;;;;;gpt-5
case_14_university_courses;Attributes;CourseRegistration.dateRegistered;1;P041;case_14_university_courses;model013;Attributes;Enrollment.date;1;1;gpt-5
case_14_university_courses;Attributes;Assignment.details;1;P041;case_14_university_courses;model013;;;;;gpt-5
case_14_university_courses;Attributes;Assignment.responsibilities;1;P041;case_14_university_courses;model013;;;;;gpt-5
case_14_university_courses;Association;"Student ""*"" -- ""*"" Course";1;P041;case_14_university_courses;model013;Association;"Course ""*"" -- ""*"" Student";1;1;gpt-5
case_14_university_courses;Association;"TeachingAssistant ""*"" -- ""*"" Course";1;P041;case_14_university_courses;model013;;;;;gpt-5
case_14_university_courses;Composition;"Course ""1"" *-- ""1..*"" LabSection";1;P041;case_14_university_courses;model013;Composition;"Course ""1"" *-- ""1..*"" LabSection";1;1;gpt-5
case_14_university_courses;Association Class;(Student, Course) .. CourseRegistration;1;P041;case_14_university_courses;model013;Association Class;(Course, Student) .. Enrollment;1;1;gpt-5
case_14_university_courses;Association Class;(Course, TeachingAssistant) .. Assignment;1;P041;case_14_university_courses;model013;;;;;gpt-5
case_14_university_courses;Composition;;;P041;case_14_university_courses;model013;Composition;"Course ""1"" *-- ""0..*"" Assignment";1;0;gpt-5
case_14_university_courses;Association;;;P041;case_14_university_courses;model013;Association;"TeachingAssistant ""1..*"" -- ""0..*"" Assignment";1;0;gpt-5
case_14_university_courses;Class;;;P041;case_14_university_courses;model013;Class;Role;1;0;gpt-5
case_14_university_courses;Attributes;;;P041;case_14_university_courses;model013;Attributes;Role.name;1;0;gpt-5
case_14_university_courses;Attributes;;;P041;case_14_university_courses;model013;Attributes;Role.description;1;0;gpt-5
case_14_university_courses;Association;;;P041;case_14_university_courses;model013;Association;"Assignment ""1"" -- ""1"" Assignment";1;0;gpt-5
case_14_university_courses;Association;;;P041;case_14_university_courses;model013;Association;"Assignment ""0..1"" -- ""0..1"" Role";1;0;gpt-5
case_12_person_and_resources;Class;Person;1;P042;case_12_person_and_resources;model013;Class;Person;1;1;gpt-5
case_12_person_and_resources;Class;Ancestor;1;P042;case_12_person_and_resources;model013;;;;;gpt-5
case_12_person_and_resources;Class;User;1;P042;case_12_person_and_resources;model013;Class;User;1;1;gpt-5
case_12_person_and_resources;Class;Abstract Resource;1;P042;case_12_person_and_resources;model013;Class;Abstract Resource;1;1;gpt-5
case_12_person_and_resources;Class;File;1;P042;case_12_person_and_resources;model013;Class;File;1;1;gpt-5
case_12_person_and_resources;Class;Folder;1;P042;case_12_person_and_resources;model013;Class;Folder;1;1;gpt-5
case_12_person_and_resources;Class;Access;1;P042;case_12_person_and_resources;model013;Class;Access;1;1;gpt-5
case_12_person_and_resources;Attributes;Person.name;1;P042;case_12_person_and_resources;model013;Attributes;Person.name;1;1;gpt-5
case_12_person_and_resources;Attributes;Person.identifier;1;P042;case_12_person_and_resources;model013;Attributes;Person.identifier;1;1;gpt-5
case_12_person_and_resources;Attributes;Ancestor.degree;1;P042;case_12_person_and_resources;model013;Attributes;Person.AncestorLink;1;1;gpt-5
case_12_person_and_resources;Attributes;User.password;1;P042;case_12_person_and_resources;model013;Attributes;User.password;1;1;gpt-5
case_12_person_and_resources;Attributes;Resource.name;1;P042;case_12_person_and_resources;model013;Attributes;Resource.name;1;1;gpt-5
case_12_person_and_resources;Attributes;Access.canEdit;1;P042;case_12_person_and_resources;model013;Attributes;Access.canEdit;1;1;gpt-5
case_12_person_and_resources;Association;"Person ""0..1"" -- ""*"" Person : isChildOf";1;P042;case_12_person_and_resources;model013;Association;"Person ""0..1"" -- ""0..*"" Person";1;1;gpt-5
case_12_person_and_resources;Association;"Person ""*"" -- ""*"" Person : ancestor";1;P042;case_12_person_and_resources;model013;;;;;gpt-5
case_12_person_and_resources;Inheritance;Person <|-- User;1;P042;case_12_person_and_resources;model013;Inheritance;User --|> Person;1;1;gpt-5
case_12_person_and_resources;Composition;"User ""*"" *-- ""*"" Resource";1;P042;case_12_person_and_resources;model013;Association;"User ""*"" -- ""*"" Resource";1;0;gpt-5
case_12_person_and_resources;Composition;"Folder ""0..1"" *-- ""*"" Resource: belongsTo";1;P042;case_12_person_and_resources;model013;;;;;gpt-5
case_12_person_and_resources;Inheritance;Resource <|-- File;1;P042;case_12_person_and_resources;model013;Inheritance;File --|> Resource;1;1;gpt-5
case_12_person_and_resources;Inheritance;Resource <|-- Folder;1;P042;case_12_person_and_resources;model013;Inheritance;Folder --|> Resource;1;1;gpt-5
case_12_person_and_resources;Association Class;(User, Resource) .. Access;1;P042;case_12_person_and_resources;model013;Association Class;(User, Resource) .. Access;1;1;gpt-5
case_12_person_and_resources;Association Class;(Person, Person) .. Ancestor;1;P042;case_12_person_and_resources;model013;;;;;gpt-5
case_12_person_and_resources;Composition;;;P042;case_12_person_and_resources;model013;Composition;"Folder ""0..1"" *-- ""0..1"" Folder";1;0;gpt-5
case_12_person_and_resources;Composition;;;P042;case_12_person_and_resources;model013;Composition;"Folder ""1"" *-- ""1"" File";1;0;gpt-5
case_12_person_and_resources;Attributes;;;P042;case_12_person_and_resources;model013;Attributes;Access.canView;1;0;gpt-5
case_12_person_and_resources;Class;Person;1;P043;case_12_person_and_resources;model013;Class;Person;1;1;gpt-5
case_12_person_and_resources;Class;Ancestor;1;P043;case_12_person_and_resources;model013;;;;;gpt-5
case_12_person_and_resources;Class;User;1;P043;case_12_person_and_resources;model013;Class;User;1;1;gpt-5
case_12_person_and_resources;Class;Abstract Resource;1;P043;case_12_person_and_resources;model013;Class;Abstract Resource;1;1;gpt-5
case_12_person_and_resources;Class;File;1;P043;case_12_person_and_resources;model013;Class;File;1;1;gpt-5
case_12_person_and_resources;Class;Folder;1;P043;case_12_person_and_resources;model013;Class;Folder;1;1;gpt-5
case_12_person_and_resources;Class;Access;1;P043;case_12_person_and_resources;model013;Class;Access;1;1;gpt-5
case_12_person_and_resources;Attributes;Person.name;1;P043;case_12_person_and_resources;model013;Attributes;Person.name;1;1;gpt-5
case_12_person_and_resources;Attributes;Person.identifier;1;P043;case_12_person_and_resources;model013;Attributes;Person.identifier;1;1;gpt-5
case_12_person_and_resources;Attributes;Ancestor.degree;1;P043;case_12_person_and_resources;model013;Attributes;Person.AncestorLink;1;1;gpt-5
case_12_person_and_resources;Attributes;User.password;1;P043;case_12_person_and_resources;model013;Attributes;User.password;1;1;gpt-5
case_12_person_and_resources;Attributes;Resource.name;1;P043;case_12_person_and_resources;model013;Attributes;Resource.name;1;1;gpt-5
case_12_person_and_resources;Attributes;Access.canEdit;1;P043;case_12_person_and_resources;model013;Attributes;Access.canEdit;1;1;gpt-5
case_12_person_and_resources;Association;"Person ""0..1"" -- ""*"" Person : isChildOf";1;P043;case_12_person_and_resources;model013;Association;"Person ""0..1"" -- ""0..*"" Person";1;1;gpt-5
case_12_person_and_resources;Association;"Person ""*"" -- ""*"" Person : ancestor";1;P043;case_12_person_and_resources;model013;;;;;gpt-5
case_12_person_and_resources;Inheritance;Person <|-- User;1;P043;case_12_person_and_resources;model013;Inheritance;User --|> Person;1;1;gpt-5
case_12_person_and_resources;Composition;"User ""*"" *-- ""*"" Resource";1;P043;case_12_person_and_resources;model013;Association;"User ""*"" -- ""*"" Resource";1;0;gpt-5
case_12_person_and_resources;Composition;"Folder ""0..1"" *-- ""*"" Resource: belongsTo";1;P043;case_12_person_and_resources;model013;;;;;gpt-5
case_12_person_and_resources;Inheritance;Resource <|-- File;1;P043;case_12_person_and_resources;model013;Inheritance;File --|> Resource;1;1;gpt-5
case_12_person_and_resources;Inheritance;Resource <|-- Folder;1;P043;case_12_person_and_resources;model013;Inheritance;Folder --|> Resource;1;1;gpt-5
case_12_person_and_resources;Association Class;(User, Resource) .. Access;1;P043;case_12_person_and_resources;model013;Association Class;(User, Resource) .. Access;1;1;gpt-5
case_12_person_and_resources;Association Class;(Person, Person) .. Ancestor;1;P043;case_12_person_and_resources;model013;;;;;gpt-5
case_12_person_and_resources;Composition;;;P043;case_12_person_and_resources;model013;Composition;"Folder ""0..1"" *-- ""1"" File";1;0;gpt-5
case_12_person_and_resources;Composition;;;P043;case_12_person_and_resources;model013;Composition;"Folder ""0..1"" *-- ""0..1"" Folder";1;0;gpt-5
case_12_person_and_resources;Attributes;;;P043;case_12_person_and_resources;model013;Attributes;Access.canView;1;0;gpt-5
case_12_person_and_resources;Class;Person;1;P044;case_12_person_and_resources;model003;Class;Person;1;1;gpt-4.1
case_12_person_and_resources;Class;Ancestor;1;P044;case_12_person_and_resources;model003;;;;;gpt-4.1
case_12_person_and_resources;Class;User;1;P044;case_12_person_and_resources;model003;Class;User;1;1;gpt-4.1
case_12_person_and_resources;Class;Abstract Resource;1;P044;case_12_person_and_resources;model003;Class;Abstract Resource;1;1;gpt-4.1
case_12_person_and_resources;Class;File;1;P044;case_12_person_and_resources;model003;Class;File;1;1;gpt-4.1
case_12_person_and_resources;Class;Folder;1;P044;case_12_person_and_resources;model003;Class;Folder;1;1;gpt-4.1
case_12_person_and_resources;Class;Access;1;P044;case_12_person_and_resources;model003;;;;;gpt-4.1
case_12_person_and_resources;Attributes;Person.name;1;P044;case_12_person_and_resources;model003;Attributes;Person.name;1;1;gpt-4.1
case_12_person_and_resources;Attributes;Person.identifier;1;P044;case_12_person_and_resources;model003;Attributes;Person.identifier;1;1;gpt-4.1
case_12_person_and_resources;Attributes;Ancestor.degree;1;P044;case_12_person_and_resources;model003;Attributes;Person.AncestorDegree;1;1;gpt-4.1
case_12_person_and_resources;Attributes;User.password;1;P044;case_12_person_and_resources;model003;Attributes;User.password;1;1;gpt-4.1
case_12_person_and_resources;Attributes;Resource.name;1;P044;case_12_person_and_resources;model003;Attributes;Resource.name;1;1;gpt-4.1
case_12_person_and_resources;Attributes;Access.canEdit;1;P044;case_12_person_and_resources;model003;;;;;gpt-4.1
case_12_person_and_resources;Association;"Person ""0..1"" -- ""*"" Person : isChildOf";1;P044;case_12_person_and_resources;model003;Association;"Person ""0..1"" -- ""0..*"" Person";1;1;gpt-4.1
case_12_person_and_resources;Association;"Person ""*"" -- ""*"" Person : ancestor";1;P044;case_12_person_and_resources;model003;;;;;gpt-4.1
case_12_person_and_resources;Inheritance;Person <|-- User;1;P044;case_12_person_and_resources;model003;Inheritance;User --|> Person;1;1;gpt-4.1
case_12_person_and_resources;Composition;"User ""*"" *-- ""*"" Resource";1;P044;case_12_person_and_resources;model003;Association;"User ""1..*"" -- ""0..*"" Resource";1;0;gpt-4.1
case_12_person_and_resources;Composition;"Folder ""0..1"" *-- ""*"" Resource: belongsTo";1;P044;case_12_person_and_resources;model003;Composition;"Folder ""0..1"" *-- ""1"" Resource";1;0;gpt-4.1
case_12_person_and_resources;Inheritance;Resource <|-- File;1;P044;case_12_person_and_resources;model003;Inheritance;File --|> Resource;1;1;gpt-4.1
case_12_person_and_resources;Inheritance;Resource <|-- Folder;1;P044;case_12_person_and_resources;model003;Inheritance;Folder --|> Resource;1;1;gpt-4.1
case_12_person_and_resources;Association Class;(User, Resource) .. Access;1;P044;case_12_person_and_resources;model003;;;;;gpt-4.1
case_12_person_and_resources;Association Class;(Person, Person) .. Ancestor;1;P044;case_12_person_and_resources;model003;;;;;gpt-4.1
case_14_university_courses;Class;Student;1;P045;case_14_university_courses;model013;Class;Student;1;1;gpt-5
case_14_university_courses;Class;Course;1;P045;case_14_university_courses;model013;Class;Course;1;1;gpt-5
case_14_university_courses;Class;TeachingAssistant;1;P045;case_14_university_courses;model013;Class;TeachingAssistant;1;1;gpt-5
case_14_university_courses;Class;LabSection;1;P045;case_14_university_courses;model013;Class;LabSection;1;1;gpt-5
case_14_university_courses;Class;CourseRegistration;1;P045;case_14_university_courses;model013;Class;Enrollment;1;1;gpt-5
case_14_university_courses;Class;Assignment;1;P045;case_14_university_courses;model013;Class;Assignment;1;1;gpt-5
case_14_university_courses;Attributes;Student.ID;1;P045;case_14_university_courses;model013;Attributes;Student.studentCode;1;1;gpt-5
case_14_university_courses;Attributes;TeachingAssistant.FirstName;1;P045;case_14_university_courses;model013;Attributes;TeachingAssistant.firstName;1;1;gpt-5
case_14_university_courses;Attributes;TeachingAssistant.LastName;1;P045;case_14_university_courses;model013;Attributes;TeachingAssistant.lastName;1;1;gpt-5
case_14_university_courses;Attributes;LabSection.StartTime;1;P045;case_14_university_courses;model013;Attributes;LabSection.timeSlot;1;1;gpt-5
case_14_university_courses;Attributes;LabSection.EndTime;1;P045;case_14_university_courses;model013;Attributes;LabSection.location;1;1;gpt-5
case_14_university_courses;Attributes;LabSection.Location;1;P045;case_14_university_courses;model013;;;;;gpt-5
case_14_university_courses;Attributes;CourseRegistration.dateRegistered;1;P045;case_14_university_courses;model013;Attributes;Enrollment.date;1;1;gpt-5
case_14_university_courses;Attributes;Assignment.details;1;P045;case_14_university_courses;model013;Attributes;Assignment.details;1;1;gpt-5
case_14_university_courses;Attributes;Assignment.responsibilities;1;P045;case_14_university_courses;model013;Attributes;Assignment.responsibilities;1;1;gpt-5
case_14_university_courses;Association;"Student ""*"" -- ""*"" Course";1;P045;case_14_university_courses;model013;Association;"Course ""*"" -- ""*"" Student";1;1;gpt-5
case_14_university_courses;Association;"TeachingAssistant ""*"" -- ""*"" Course";1;P045;case_14_university_courses;model013;Association;"Course ""*"" -- ""*"" TeachingAssistant";1;1;gpt-5
case_14_university_courses;Composition;"Course ""1"" *-- ""1..*"" LabSection";1;P045;case_14_university_courses;model013;Composition;"Course ""1"" *-- ""1..*"" LabSection";1;1;gpt-5
case_14_university_courses;Association Class;(Student, Course) .. CourseRegistration;1;P045;case_14_university_courses;model013;Association Class;(Course, Student) .. Enrollment;1;1;gpt-5
case_14_university_courses;Association Class;(Course, TeachingAssistant) .. Assignment;1;P045;case_14_university_courses;model013;Association Class;(Course, TeachingAssistant) .. Assignment;1;1;gpt-5
case_11_e-commerce;Class;Customer;1;P046;case_11_e-commerce;model002;Class;Customer;1;1;gpt-4.1
case_11_e-commerce;Class;Product;1;P046;case_11_e-commerce;model002;Class;Product;1;1;gpt-4.1
case_11_e-commerce;Class;Order;1;P046;case_11_e-commerce;model002;Class;Order;1;1;gpt-4.1
case_11_e-commerce;Class;OrderDetails;1;P046;case_11_e-commerce;model002;Class;OrderItem;1;1;gpt-4.1
case_11_e-commerce;Class;Review;1;P046;case_11_e-commerce;model002;Class;Review;1;1;gpt-4.1
case_11_e-commerce;Class;Promotion;1;P046;case_11_e-commerce;model002;Class;Promotion;1;1;gpt-4.1
case_11_e-commerce;Class;PromotionDetails;1;P046;case_11_e-commerce;model002;Class;ProductPromotion;1;1;gpt-4.1
case_11_e-commerce;Attributes;Customer.ID;1;P046;case_11_e-commerce;model002;Attributes;Customer.customerId;1;1;gpt-4.1
case_11_e-commerce;Attributes;Product.Name;1;P046;case_11_e-commerce;model002;Attributes;Product.name;1;1;gpt-4.1
case_11_e-commerce;Attributes;Product.Description;1;P046;case_11_e-commerce;model002;Attributes;Product.description;1;1;gpt-4.1
case_11_e-commerce;Attributes;Order.ID;1;P046;case_11_e-commerce;model002;Attributes;Order.orderId;1;1;gpt-4.1
case_11_e-commerce;Attributes;OrderDetails.Quantity;1;P046;case_11_e-commerce;model002;Attributes;OrderItem.quantity;1;1;gpt-4.1
case_11_e-commerce;Attributes;OrderDetails.Price;1;P046;case_11_e-commerce;model002;Attributes;OrderItem.agreedPrice;1;1;gpt-4.1
case_11_e-commerce;Attributes;Review.Date;1;P046;case_11_e-commerce;model002;Attributes;Review.reviewDate;1;1;gpt-4.1
case_11_e-commerce;Attributes;Review.Rating;1;P046;case_11_e-commerce;model002;Attributes;Review.ratingScore;1;1;gpt-4.1
case_11_e-commerce;Attributes;PromotionDetails.DiscountRate;1;P046;case_11_e-commerce;model002;Attributes;ProductPromotion.discountRate;1;1;gpt-4.1
case_11_e-commerce;Attributes;PromotionDetails.StartPeriod;1;P046;case_11_e-commerce;model002;Attributes;ProductPromotion.startDate;1;1;gpt-4.1
case_11_e-commerce;Attributes;PromotionDetails.EndPeriod;1;P046;case_11_e-commerce;model002;Attributes;ProductPromotion.endDate;1;1;gpt-4.1
case_11_e-commerce;Association;"Customer ""1"" -- ""0..*"" Order";1;P046;case_11_e-commerce;model002;Association;"Customer ""1"" -- ""0..*"" Order";1;1;gpt-4.1
case_11_e-commerce;Association;"Customer ""*"" -- ""0..*"" Product";1;P046;case_11_e-commerce;model002;Association;"Customer ""*"" -- ""*"" Product";1;1;gpt-4.1
case_11_e-commerce;Association;"Order ""*"" -- ""*"" Product ";1;P046;case_11_e-commerce;model002;Association;"Order ""*"" -- ""*"" Product";1;1;gpt-4.1
case_11_e-commerce;Association;"Product ""1"" -- ""0..*"" Promotion";1;P046;case_11_e-commerce;model002;Association;"Product ""*"" -- ""*"" Promotion";1;0;gpt-4.1
case_11_e-commerce;Association Class;(Order, Product) .. OrderDetails;1;P046;case_11_e-commerce;model002;Association Class;(Order, Product) .. OrderItem;1;1;gpt-4.1
case_11_e-commerce;Association Class;(Product, Customer) .. Review;1;P046;case_11_e-commerce;model002;Association Class;(Customer, Product) .. Review;1;1;gpt-4.1
case_11_e-commerce;Association Class;(Product, Promotion) .. PromotionDetails;1;P046;case_11_e-commerce;model002;Association Class;(Product, Promotion) .. ProductPromotion;1;1;gpt-4.1
case_11_e-commerce;Attributes;;;P046;case_11_e-commerce;model002;Attributes;Promotion.promotionId;1;0;gpt-4.1
case_11_e-commerce;Class;Customer;1;P047;case_11_e-commerce;model011;Class;Customer;1;1;gpt-5
case_11_e-commerce;Class;Product;1;P047;case_11_e-commerce;model011;Class;Product;1;1;gpt-5
case_11_e-commerce;Class;Order;1;P047;case_11_e-commerce;model011;Class;Order;1;1;gpt-5
case_11_e-commerce;Class;OrderDetails;1;P047;case_11_e-commerce;model011;Class;OrderItem;1;1;gpt-5
case_11_e-commerce;Class;Review;1;P047;case_11_e-commerce;model011;Class;Review;1;1;gpt-5
case_11_e-commerce;Class;Promotion;1;P047;case_11_e-commerce;model011;Class;Promotion;1;1;gpt-5
case_11_e-commerce;Class;PromotionDetails;1;P047;case_11_e-commerce;model011;Class;Offer;1;1;gpt-5
case_11_e-commerce;Attributes;Customer.ID;1;P047;case_11_e-commerce;model011;Attributes;Customer.id;1;1;gpt-5
case_11_e-commerce;Attributes;Product.Name;1;P047;case_11_e-commerce;model011;Attributes;Product.name;1;1;gpt-5
case_11_e-commerce;Attributes;Product.Description;1;P047;case_11_e-commerce;model011;Attributes;Product.description;1;1;gpt-5
case_11_e-commerce;Attributes;Order.ID;1;P047;case_11_e-commerce;model011;Attributes;Order.id;1;1;gpt-5
case_11_e-commerce;Attributes;OrderDetails.Quantity;1;P047;case_11_e-commerce;model011;Attributes;OrderItem.quantityRequested;1;1;gpt-5
case_11_e-commerce;Attributes;OrderDetails.Price;1;P047;case_11_e-commerce;model011;Attributes;OrderItem.agreedPrice;1;1;gpt-5
case_11_e-commerce;Attributes;Review.Date;1;P047;case_11_e-commerce;model011;Attributes;Review.reviewDate;1;1;gpt-5
case_11_e-commerce;Attributes;Review.Rating;1;P047;case_11_e-commerce;model011;Attributes;Review.ratingScore;1;1;gpt-5
case_11_e-commerce;Attributes;PromotionDetails.DiscountRate;1;P047;case_11_e-commerce;model011;Attributes;Offer.discountRate;1;1;gpt-5
case_11_e-commerce;Attributes;PromotionDetails.StartPeriod;1;P047;case_11_e-commerce;model011;Attributes;Offer.startDate;1;1;gpt-5
case_11_e-commerce;Attributes;PromotionDetails.EndPeriod;1;P047;case_11_e-commerce;model011;Attributes;Offer.endDate;1;1;gpt-5
case_11_e-commerce;Association;"Customer ""1"" -- ""0..*"" Order";1;P047;case_11_e-commerce;model011;Association;"Customer ""0..*"" -- ""1"" Order";1;0;gpt-5
case_11_e-commerce;Association;"Customer ""*"" -- ""0..*"" Product";1;P047;case_11_e-commerce;model011;;;;;gpt-5
case_11_e-commerce;Association;"Order ""*"" -- ""*"" Product ";1;P047;case_11_e-commerce;model011;Association;"Product ""*"" -- ""*"" Order";1;1;gpt-5
case_11_e-commerce;Association;"Product ""1"" -- ""0..*"" Promotion";1;P047;case_11_e-commerce;model011;Association;"Product ""*"" -- ""*"" Promotion";1;0;gpt-5
case_11_e-commerce;Association Class;(Order, Product) .. OrderDetails;1;P047;case_11_e-commerce;model011;Association Class;(Product, Order) .. OrderItem;1;1;gpt-5
case_11_e-commerce;Association Class;(Product, Customer) .. Review;1;P047;case_11_e-commerce;model011;;;;;gpt-5
case_11_e-commerce;Association Class;(Product, Promotion) .. PromotionDetails;1;P047;case_11_e-commerce;model011;Association Class;(Product, Promotion) .. Offer;1;1;gpt-5
case_11_e-commerce;Association;;;P047;case_11_e-commerce;model011;Association;"Customer ""0..*"" -- ""1"" Review";1;0;gpt-5
case_11_e-commerce;Association;;;P047;case_11_e-commerce;model011;Association;"Product ""0..1"" -- ""1"" Review";1;0;gpt-5
case_11_e-commerce;Class;Customer;1;P048;case_11_e-commerce;model002;Class;Customer;1;1;gpt-4.1
case_11_e-commerce;Class;Product;1;P048;case_11_e-commerce;model002;Class;Product;1;1;gpt-4.1
case_11_e-commerce;Class;Order;1;P048;case_11_e-commerce;model002;Class;Order;1;1;gpt-4.1
case_11_e-commerce;Class;OrderDetails;1;P048;case_11_e-commerce;model002;Class;OrderItem;1;1;gpt-4.1
case_11_e-commerce;Class;Review;1;P048;case_11_e-commerce;model002;Class;Review;1;1;gpt-4.1
case_11_e-commerce;Class;Promotion;1;P048;case_11_e-commerce;model002;Class;Promotion;1;1;gpt-4.1
case_11_e-commerce;Class;PromotionDetails;1;P048;case_11_e-commerce;model002;Class;ProductPromotion;1;1;gpt-4.1
case_11_e-commerce;Attributes;Customer.ID;1;P048;case_11_e-commerce;model002;Attributes;Customer.customerId;1;1;gpt-4.1
case_11_e-commerce;Attributes;Product.Name;1;P048;case_11_e-commerce;model002;Attributes;Product.name;1;1;gpt-4.1
case_11_e-commerce;Attributes;Product.Description;1;P048;case_11_e-commerce;model002;Attributes;Product.description;1;1;gpt-4.1
case_11_e-commerce;Attributes;Order.ID;1;P048;case_11_e-commerce;model002;Attributes;Order.orderId;1;1;gpt-4.1
case_11_e-commerce;Attributes;OrderDetails.Quantity;1;P048;case_11_e-commerce;model002;Attributes;OrderItem.quantity;1;1;gpt-4.1
case_11_e-commerce;Attributes;OrderDetails.Price;1;P048;case_11_e-commerce;model002;Attributes;OrderItem.agreedPrice;1;1;gpt-4.1
case_11_e-commerce;Attributes;Review.Date;1;P048;case_11_e-commerce;model002;Attributes;Review.reviewDate;1;1;gpt-4.1
case_11_e-commerce;Attributes;Review.Rating;1;P048;case_11_e-commerce;model002;Attributes;Review.ratingScore;1;1;gpt-4.1
case_11_e-commerce;Attributes;PromotionDetails.DiscountRate;1;P048;case_11_e-commerce;model002;Attributes;ProductPromotion.discountRate;1;1;gpt-4.1
case_11_e-commerce;Attributes;PromotionDetails.StartPeriod;1;P048;case_11_e-commerce;model002;Attributes;ProductPromotion.startDate;1;1;gpt-4.1
case_11_e-commerce;Attributes;PromotionDetails.EndPeriod;1;P048;case_11_e-commerce;model002;Attributes;ProductPromotion.endDate;1;1;gpt-4.1
case_11_e-commerce;Association;"Customer ""1"" -- ""0..*"" Order";1;P048;case_11_e-commerce;model002;Association;"Customer ""1"" -- ""0..*"" Order";1;1;gpt-4.1
case_11_e-commerce;Association;"Customer ""*"" -- ""0..*"" Product";1;P048;case_11_e-commerce;model002;;;;;gpt-4.1
case_11_e-commerce;Association;"Order ""*"" -- ""*"" Product ";1;P048;case_11_e-commerce;model002;;;;;gpt-4.1
case_11_e-commerce;Association;"Product ""1"" -- ""0..*"" Promotion";1;P048;case_11_e-commerce;model002;;;;;gpt-4.1
case_11_e-commerce;Association Class;(Order, Product) .. OrderDetails;1;P048;case_11_e-commerce;model002;;;;;gpt-4.1
case_11_e-commerce;Association Class;(Product, Customer) .. Review;1;P048;case_11_e-commerce;model002;;;;;gpt-4.1
case_11_e-commerce;Association Class;(Product, Promotion) .. PromotionDetails;1;P048;case_11_e-commerce;model002;;;;;gpt-4.1
case_11_e-commerce;Association;;;P048;case_11_e-commerce;model002;Association;"Product ""1"" -- ""0..*"" Review";1;0;gpt-4.1
case_11_e-commerce;Association;;;P048;case_11_e-commerce;model002;Association;"Customer ""1"" -- ""0..*"" Review";1;0;gpt-4.1
case_11_e-commerce;Attributes;;;P048;case_11_e-commerce;model002;Attributes;Promotion.promotionId;1;0;gpt-4.1
case_11_e-commerce;Association;;;P048;case_11_e-commerce;model002;Association;"Product ""1"" -- ""0..*"" ProductPromotion";1;0;gpt-4.1
case_11_e-commerce;Association;;;P048;case_11_e-commerce;model002;Association;"Promotion ""1"" -- ""0..*"" ProductPromotion";1;0;gpt-4.1
case_11_e-commerce;Composition;;;P048;case_11_e-commerce;model002;Composition;"Order ""1"" *-- ""1..*"" OrderItem";1;0;gpt-4.1
case_11_e-commerce;Association;;;P048;case_11_e-commerce;model002;Association;"OrderItem ""0..1"" -- ""1"" Product";1;0;gpt-4.1
case_14_university_courses;Class;Student;1;P049;case_14_university_courses;model001;Class;Student;1;1;gpt-4.1
case_14_university_courses;Class;Course;1;P049;case_14_university_courses;model001;Class;Course;1;1;gpt-4.1
case_14_university_courses;Class;TeachingAssistant;1;P049;case_14_university_courses;model001;Class;TeachingAssistant;1;1;gpt-4.1
case_14_university_courses;Class;LabSection;1;P049;case_14_university_courses;model001;Class;LabSection;1;1;gpt-4.1
case_14_university_courses;Class;CourseRegistration;1;P049;case_14_university_courses;model001;Class;Enrollment;1;1;gpt-4.1
case_14_university_courses;Class;Assignment;1;P049;case_14_university_courses;model001;Class;Assignment;1;1;gpt-4.1
case_14_university_courses;Attributes;Student.ID;1;P049;case_14_university_courses;model001;Attributes;Student.studentCode;1;1;gpt-4.1
case_14_university_courses;Attributes;TeachingAssistant.FirstName;1;P049;case_14_university_courses;model001;Attributes;TeachingAssistant.firstName;1;1;gpt-4.1
case_14_university_courses;Attributes;TeachingAssistant.LastName;1;P049;case_14_university_courses;model001;Attributes;TeachingAssistant.lastName;1;1;gpt-4.1
case_14_university_courses;Attributes;LabSection.StartTime;1;P049;case_14_university_courses;model001;Attributes;LabSection.startTime;1;1;gpt-4.1
case_14_university_courses;Attributes;LabSection.EndTime;1;P049;case_14_university_courses;model001;Attributes;LabSection.endTime;1;1;gpt-4.1
case_14_university_courses;Attributes;LabSection.Location;1;P049;case_14_university_courses;model001;Attributes;LabSection.location;1;1;gpt-4.1
case_14_university_courses;Attributes;CourseRegistration.dateRegistered;1;P049;case_14_university_courses;model001;Attributes;Enrollment.enrollmentDate;1;1;gpt-4.1
case_14_university_courses;Attributes;Assignment.details;1;P049;case_14_university_courses;model001;Attributes;Assignment.details;1;1;gpt-4.1
case_14_university_courses;Attributes;Assignment.responsibilities;1;P049;case_14_university_courses;model001;Attributes;Assignment.responsibilities;1;1;gpt-4.1
