Exercise;Element;reference_plantuml;reference;exercise_name;model_number;elem_type;plantuml;predicted;correct;llm
case_12_person_and_resources;Class;Ancestor;1;case_12_person_and_resources;model003;Class;AncestorDegree;1;1;gpt4.1
case_12_person_and_resources;Class;User;1;case_12_person_and_resources;model003;Class;User;1;1;gpt4.1
case_12_person_and_resources;Class;Abstract Resource;1;case_12_person_and_resources;model003;Class;Abstract Resource;1;1;gpt4.1
case_12_person_and_resources;Class;File;1;case_12_person_and_resources;model003;Class;File;1;1;gpt4.1
case_12_person_and_resources;Class;Folder;1;case_12_person_and_resources;model003;Class;Folder;1;1;gpt4.1
case_12_person_and_resources;Class;Access;1;case_12_person_and_resources;model003;;;;;gpt4.1
case_12_person_and_resources;Attributes;Person.name;1;case_12_person_and_resources;model003;Attributes;Person.name;1;1;gpt4.1
case_12_person_and_resources;Attributes;Person.identifier;1;case_12_person_and_resources;model003;Attributes;Person.identifier;1;1;gpt4.1
case_12_person_and_resources;Attributes;Ancestor.degree;1;case_12_person_and_resources;model003;Attributes;AncestorDegree.degree;1;1;gpt4.1
case_12_person_and_resources;Attributes;User.password;1;case_12_person_and_resources;model003;Attributes;User.password;1;1;gpt4.1
case_12_person_and_resources;Attributes;Resource.name;1;case_12_person_and_resources;model003;Attributes;Resource.name;1;1;gpt4.1
case_12_person_and_resources;Attributes;Access.canEdit;1;case_12_person_and_resources;model003;;;;;gpt4.1
case_12_person_and_resources;Association;"Person ""0..1"" -- ""*"" Person : isChildOf";1;case_12_person_and_resources;model003;Association;"Person ""0..1"" -- ""0..*"" Person";1;1;gpt4.1
case_12_person_and_resources;Association;"Person ""*"" -- ""*"" Person : ancestor";1;case_12_person_and_resources;model003;;;;;gpt4.1
case_12_person_and_resources;Inheritance;Person <|-- User;1;case_12_person_and_resources;model003;Inheritance;User --|> Person;1;1;gpt4.1
case_12_person_and_resources;Composition;"User ""*"" *-- ""*"" Resource";1;case_12_person_and_resources;model003;Association;"User ""0..*"" -- ""0..*"" Resource";1;0;gpt4.1
case_12_person_and_resources;Composition;"Folder ""0..1"" *-- ""*"" Resource: belongsTo";1;case_12_person_and_resources;model003;Composition;"Folder ""0..*"" *-- ""1"" Resource";1;0;gpt4.1
case_12_person_and_resources;Inheritance;Resource <|-- File;1;case_12_person_and_resources;model003;Inheritance;File --|> Resource;1;1;gpt4.1
case_12_person_and_resources;Inheritance;Resource <|-- Folder;1;case_12_person_and_resources;model003;Inheritance;Folder --|> Resource;1;1;gpt4.1
case_12_person_and_resources;Association Class;(User, Resource) .. Access;1;case_12_person_and_resources;model003;;;;;gpt4.1
case_12_person_and_resources;Association Class;(Person, Person) .. Ancestor;1;case_12_person_and_resources;model003;;;;;gpt4.1
case_12_person_and_resources;Attributes;;;case_12_person_and_resources;model003;Attributes;AncestorDegree.ancestor;1;0;gpt4.1
case_12_person_and_resources;Association;;;case_12_person_and_resources;model003;Association;"Person ""0..*"" -- ""1"" AncestorDegree";1;0;gpt4.1
case_12_person_and_resources;Class;Person;1;case_12_person_and_resources;model011;Class;Person;1;1;gpt5
case_12_person_and_resources;Class;Ancestor;1;case_12_person_and_resources;model011;Class;AncestorLink;1;1;gpt5
case_12_person_and_resources;Class;User;1;case_12_person_and_resources;model011;Class;User;1;1;gpt5
case_12_person_and_resources;Class;Abstract Resource;1;case_12_person_and_resources;model011;Class;Abstract Resource;1;1;gpt5
case_12_person_and_resources;Class;File;1;case_12_person_and_resources;model011;Class;File;1;1;gpt5
case_12_person_and_resources;Class;Folder;1;case_12_person_and_resources;model011;Class;Folder;1;1;gpt5
case_12_person_and_resources;Class;Access;1;case_12_person_and_resources;model011;Class;Access;1;1;gpt5
case_12_person_and_resources;Attributes;Person.name;1;case_12_person_and_resources;model011;Attributes;Person.name;1;1;gpt5
case_12_person_and_resources;Attributes;Person.identifier;1;case_12_person_and_resources;model011;Attributes;Person.identifier;1;1;gpt5
case_12_person_and_resources;Attributes;Ancestor.degree;1;case_12_person_and_resources;model011;Attributes;AncestorLink.degree;1;1;gpt5
case_12_person_and_resources;Attributes;User.password;1;case_12_person_and_resources;model011;Attributes;User.password;1;1;gpt5
case_12_person_and_resources;Attributes;Resource.name;1;case_12_person_and_resources;model011;Attributes;Resource.name;1;1;gpt5
case_12_person_and_resources;Attributes;Access.canEdit;1;case_12_person_and_resources;model011;Attributes;Access.canEdit;1;1;gpt5
case_12_person_and_resources;Association;"Person ""0..1"" -- ""*"" Person : isChildOf";1;case_12_person_and_resources;model011;Association;"Person ""0..*"" -- ""0..1"" Person";1;1;gpt5
case_12_person_and_resources;Association;"Person ""*"" -- ""*"" Person : ancestor";1;case_12_person_and_resources;model011;;;;;gpt5
case_12_person_and_resources;Inheritance;Person <|-- User;1;case_12_person_and_resources;model011;Inheritance;User --|> Person;1;1;gpt5
case_12_person_and_resources;Composition;"User ""*"" *-- ""*"" Resource";1;case_12_person_and_resources;model011;;;;;gpt5
case_12_person_and_resources;Composition;"Folder ""0..1"" *-- ""*"" Resource: belongsTo";1;case_12_person_and_resources;model011;Composition;"Folder ""0..*"" *-- ""0..1"" Resource";1;0;gpt5
case_12_person_and_resources;Inheritance;Resource <|-- File;1;case_12_person_and_resources;model011;Inheritance;File --|> Resource;1;1;gpt5
case_12_person_and_resources;Inheritance;Resource <|-- Folder;1;case_12_person_and_resources;model011;Inheritance;Folder --|> Resource;1;1;gpt5
case_12_person_and_resources;Association Class;(User, Resource) .. Access;1;case_12_person_and_resources;model011;;;;;gpt5
case_12_person_and_resources;Association Class;(Person, Person) .. Ancestor;1;case_12_person_and_resources;model011;;;;;gpt5
case_12_person_and_resources;Attributes;;;case_12_person_and_resources;model011;Attributes;Access.canView;1;0;gpt5
case_12_person_and_resources;Association;;;case_12_person_and_resources;model011;Association;"Person ""0..*"" -- ""1"" AncestorLink";1;0;gpt5
case_12_person_and_resources;Association;;;case_12_person_and_resources;model011;Association;"User ""0..*"" -- ""1"" Access";1;0;gpt5
case_12_person_and_resources;Association;;;case_12_person_and_resources;model011;Association;"Resource ""0..*"" -- ""1"" Access";1;0;gpt5
case_12_person_and_resources;Class;Person;1;case_12_person_and_resources;model012;Class;Person;1;1;gpt5
case_12_person_and_resources;Class;Ancestor;1;case_12_person_and_resources;model012;Class;AncestorRelation;1;1;gpt5
case_12_person_and_resources;Class;User;1;case_12_person_and_resources;model012;Class;User;1;1;gpt5
case_12_person_and_resources;Class;Abstract Resource;1;case_12_person_and_resources;model012;Class;Abstract Resource;1;1;gpt5
case_12_person_and_resources;Class;File;1;case_12_person_and_resources;model012;Class;File;1;1;gpt5
case_12_person_and_resources;Class;Folder;1;case_12_person_and_resources;model012;Class;Folder;1;1;gpt5
case_12_person_and_resources;Class;Access;1;case_12_person_and_resources;model012;Class;ResourceAccess;1;1;gpt5
case_12_person_and_resources;Attributes;Person.name;1;case_12_person_and_resources;model012;Attributes;Person.name;1;1;gpt5
case_12_person_and_resources;Attributes;Person.identifier;1;case_12_person_and_resources;model012;Attributes;Person.identifier;1;1;gpt5
case_12_person_and_resources;Attributes;Ancestor.degree;1;case_12_person_and_resources;model012;Attributes;AncestorRelation.degree;1;1;gpt5
case_12_person_and_resources;Attributes;User.password;1;case_12_person_and_resources;model012;Attributes;User.password;1;1;gpt5
case_12_person_and_resources;Attributes;Resource.name;1;case_12_person_and_resources;model012;Attributes;Resource.name;1;1;gpt5
case_12_person_and_resources;Attributes;Access.canEdit;1;case_12_person_and_resources;model012;Attributes;ResourceAccess.canEdit;1;1;gpt5
case_12_person_and_resources;Association;"Person ""0..1"" -- ""*"" Person : isChildOf";1;case_12_person_and_resources;model012;Association;"Person ""0..*"" -- ""0..1"" Person";1;1;gpt5
case_12_person_and_resources;Association;"Person ""*"" -- ""*"" Person : ancestor";1;case_12_person_and_resources;model012;;;;;gpt5
case_12_person_and_resources;Inheritance;Person <|-- User;1;case_12_person_and_resources;model012;Inheritance;User --|> Person;1;1;gpt5
case_12_person_and_resources;Composition;"User ""*"" *-- ""*"" Resource";1;case_12_person_and_resources;model012;;;;;gpt5
case_12_person_and_resources;Composition;"Folder ""0..1"" *-- ""*"" Resource: belongsTo";1;case_12_person_and_resources;model012;;;;;gpt5
case_12_person_and_resources;Inheritance;Resource <|-- File;1;case_12_person_and_resources;model012;Inheritance;File --|> Resource;1;1;gpt5
case_12_person_and_resources;Inheritance;Resource <|-- Folder;1;case_12_person_and_resources;model012;Inheritance;Folder --|> Resource;1;1;gpt5
case_12_person_and_resources;Association Class;(User, Resource) .. Access;1;case_12_person_and_resources;model012;;;;;gpt5
case_12_person_and_resources;Association Class;(Person, Person) .. Ancestor;1;case_12_person_and_resources;model012;;;;;gpt5
case_12_person_and_resources;Attributes;;;case_12_person_and_resources;model012;Attributes;ResourceAccess.canView;1;0;gpt5
case_12_person_and_resources;Association;;;case_12_person_and_resources;model012;Association;"Person ""0..*"" -- ""1"" AncestorRelation";1;0;gpt5
case_12_person_and_resources;Association;;;case_12_person_and_resources;model012;Association;"User ""0..*"" -- ""1"" ResourceAccess";1;0;gpt5
case_12_person_and_resources;Association;;;case_12_person_and_resources;model012;Association;"ResourceAccess ""1"" -- ""0..*"" Resource";1;0;gpt5
case_12_person_and_resources;Composition;;;case_12_person_and_resources;model012;Composition;"Folder ""0..*"" *-- ""1"" File";1;0;gpt5
case_12_person_and_resources;Composition;;;case_12_person_and_resources;model012;Composition;"Folder ""0..*"" *-- ""0..1"" Folder";1;0;gpt5
case_12_person_and_resources;Class;Person;1;case_12_person_and_resources;model013;Class;Person;1;1;gpt5
case_12_person_and_resources;Class;Ancestor;1;case_12_person_and_resources;model013;Class;AncestorLink;1;1;gpt5
case_12_person_and_resources;Class;User;1;case_12_person_and_resources;model013;Class;User;1;1;gpt5
case_12_person_and_resources;Class;Abstract Resource;1;case_12_person_and_resources;model013;Class;Abstract Resource;1;1;gpt5
case_12_person_and_resources;Class;File;1;case_12_person_and_resources;model013;Class;File;1;1;gpt5
case_12_person_and_resources;Class;Folder;1;case_12_person_and_resources;model013;Class;Folder;1;1;gpt5
case_12_person_and_resources;Class;Access;1;case_12_person_and_resources;model013;Class;Access;1;1;gpt5
case_12_person_and_resources;Attributes;Person.name;1;case_12_person_and_resources;model013;Attributes;Person.name;1;1;gpt5
case_12_person_and_resources;Attributes;Person.identifier;1;case_12_person_and_resources;model013;Attributes;Person.identifier;1;1;gpt5
case_12_person_and_resources;Attributes;Ancestor.degree;1;case_12_person_and_resources;model013;Attributes;AncestorLink.degree;1;1;gpt5
case_12_person_and_resources;Attributes;User.password;1;case_12_person_and_resources;model013;Attributes;User.password;1;1;gpt5
case_12_person_and_resources;Attributes;Resource.name;1;case_12_person_and_resources;model013;Attributes;Resource.name;1;1;gpt5
case_12_person_and_resources;Attributes;Access.canEdit;1;case_12_person_and_resources;model013;Attributes;Access.canEdit;1;1;gpt5
case_12_person_and_resources;Association;"Person ""0..1"" -- ""*"" Person : isChildOf";1;case_12_person_and_resources;model013;Association;"Person ""0..1"" -- ""0..*"" Person";1;1;gpt5
case_12_person_and_resources;Association;"Person ""*"" -- ""*"" Person : ancestor";1;case_12_person_and_resources;model013;;;;;gpt5
case_12_person_and_resources;Inheritance;Person <|-- User;1;case_12_person_and_resources;model013;Inheritance;User --|> Person;1;1;gpt5
case_12_person_and_resources;Composition;"User ""*"" *-- ""*"" Resource";1;case_12_person_and_resources;model013;;;;;gpt5
case_12_person_and_resources;Composition;"Folder ""0..1"" *-- ""*"" Resource: belongsTo";1;case_12_person_and_resources;model013;;;;;gpt5
case_12_person_and_resources;Inheritance;Resource <|-- File;1;case_12_person_and_resources;model013;Inheritance;File --|> Resource;1;1;gpt5
case_12_person_and_resources;Inheritance;Resource <|-- Folder;1;case_12_person_and_resources;model013;Inheritance;Folder --|> Resource;1;1;gpt5
case_12_person_and_resources;Association Class;(User, Resource) .. Access;1;case_12_person_and_resources;model013;;;;;gpt5
case_12_person_and_resources;Association Class;(Person, Person) .. Ancestor;1;case_12_person_and_resources;model013;;;;;gpt5
case_12_person_and_resources;Attributes;;;case_12_person_and_resources;model013;Attributes;Access.canView;1;0;gpt5
case_12_person_and_resources;Association;;;case_12_person_and_resources;model013;Association;"AncestorLink ""1"" -- ""0..*"" Person";1;0;gpt5
case_12_person_and_resources;Association;;;case_12_person_and_resources;model013;Association;"User ""0..*"" -- ""1"" Access";1;0;gpt5
case_12_person_and_resources;Association;;;case_12_person_and_resources;model013;Association;"Access ""1"" -- ""0..*"" Resource";1;0;gpt5
case_12_person_and_resources;Composition;;;case_12_person_and_resources;model013;Composition;"Folder ""0..*"" *-- ""1"" File";1;0;gpt5
case_12_person_and_resources;Composition;;;case_12_person_and_resources;model013;Composition;"Folder ""0..*"" *-- ""0..1"" Folder";1;0;gpt5
case_13_theater_scheduling;Class;Enumeration Time;1;case_13_theater_scheduling;model001;Class;Enumeration TimeOfDay;1;1;gpt4.1
case_13_theater_scheduling;Class;Abstract Person;1;case_13_theater_scheduling;model001;;;;;gpt4.1
case_13_theater_scheduling;Class;Author;1;case_13_theater_scheduling;model001;Class;Author;1;1;gpt4.1
case_13_theater_scheduling;Class;Participant;1;case_13_theater_scheduling;model001;Class;Participant;1;1;gpt4.1
case_13_theater_scheduling;Class;Session;1;case_13_theater_scheduling;model001;Class;Session;1;1;gpt4.1
case_13_theater_scheduling;Class;Theater;1;case_13_theater_scheduling;model001;Class;Theater;1;1;gpt4.1
case_13_theater_scheduling;Class;Abstract Play;1;case_13_theater_scheduling;model001;Class;Abstract Play;1;1;gpt4.1
case_13_theater_scheduling;Class;Musical;1;case_13_theater_scheduling;model001;Class;Musical;1;1;gpt4.1
case_13_theater_scheduling;Class;Opera;1;case_13_theater_scheduling;model001;Class;Opera;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Time.Day;1;case_13_theater_scheduling;model001;Attributes;TimeOfDay.Day;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Time.Night;1;case_13_theater_scheduling;model001;Attributes;TimeOfDay.Night;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Person.name;1;case_13_theater_scheduling;model001;;;;;gpt4.1
case_13_theater_scheduling;Attributes;Session.date;1;case_13_theater_scheduling;model001;Attributes;Session.scheduledDate;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Session.timeBegin;1;case_13_theater_scheduling;model001;Attributes;Session.startTime;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Session.timeEnd;1;case_13_theater_scheduling;model001;Attributes;Session.endTime;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Theater.Location;1;case_13_theater_scheduling;model001;Attributes;Theater.location;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Play.name;1;case_13_theater_scheduling;model001;Attributes;Play.name;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Play.Time;1;case_13_theater_scheduling;model001;Attributes;Play.timeOfDay;1;1;gpt4.1
case_13_theater_scheduling;Association;"Play ""*"" -- ""*"" Theater : plays";1;case_13_theater_scheduling;model001;;;;;gpt4.1
case_13_theater_scheduling;Association;"Author ""1..*""  -- ""*"" Play : writes";1;case_13_theater_scheduling;model001;Association;"Play ""1..*"" -- ""1..*"" Author";1;0;gpt4.1
case_13_theater_scheduling;Association;"Participant ""*"" -- ""*"" Play : acts";1;case_13_theater_scheduling;model001;Association;"Play ""1..*"" -- ""1..*"" Participant";1;0;gpt4.1
case_13_theater_scheduling;Inheritance;Person <|-- Author;1;case_13_theater_scheduling;model001;;;;;gpt4.1
case_13_theater_scheduling;Inheritance;Person <|-- Participant;1;case_13_theater_scheduling;model001;;;;;gpt4.1
case_13_theater_scheduling;Inheritance;Play <|-- Musical;1;case_13_theater_scheduling;model001;Inheritance;Musical --|> Play;1;1;gpt4.1
case_13_theater_scheduling;Inheritance;Play <|-- Opera;1;case_13_theater_scheduling;model001;Inheritance;Opera --|> Play;1;1;gpt4.1
case_13_theater_scheduling;Association Class;(Play , Participant) .. Session;1;case_13_theater_scheduling;model001;Association Class;Session;1;1;gpt4.1
case_13_theater_scheduling;Composition;;;case_13_theater_scheduling;model001;Composition;"Play ""1"" *-- ""0..*"" Session";1;0;gpt4.1
case_13_theater_scheduling;Association;;;case_13_theater_scheduling;model001;Association;"Participant ""0..*"" -- ""0..*"" Session";1;0;gpt4.1
case_13_theater_scheduling;Attributes;;;case_13_theater_scheduling;model001;Attributes;Theater.name;1;0;gpt4.1
case_13_theater_scheduling;Attributes;;;case_13_theater_scheduling;model001;Attributes;Author.name;1;0;gpt4.1
case_13_theater_scheduling;Attributes;;;case_13_theater_scheduling;model001;Attributes;Participant.name;1;0;gpt4.1
case_13_theater_scheduling;Association;;;case_13_theater_scheduling;model001;Association;"Author ""0..*"" -- ""0..*"" Participant";1;0;gpt4.1
case_13_theater_scheduling;Composition;;;case_13_theater_scheduling;model001;Composition;"Theater ""1"" *-- ""0..*"" Session";1;0;gpt4.1
case_13_theater_scheduling;Association Class;;;case_13_theater_scheduling;model001;Association Class;(Theater, Play) .. Session;1;0;gpt4.1
case_13_theater_scheduling;Association Class;;;case_13_theater_scheduling;model001;Association Class;(Session, Participant) .. Play;1;0;gpt4.1
case_13_theater_scheduling;Class;Enumeration Time;1;case_13_theater_scheduling;model002;Class;Enumeration TimeOfDay;1;1;gpt4.1
case_13_theater_scheduling;Class;Abstract Person;1;case_13_theater_scheduling;model002;Class;AuthorParticipant;1;0;gpt4.1
case_13_theater_scheduling;Class;Author;1;case_13_theater_scheduling;model002;;;;;gpt4.1
case_13_theater_scheduling;Class;Participant;1;case_13_theater_scheduling;model002;;;;;gpt4.1
case_13_theater_scheduling;Class;Session;1;case_13_theater_scheduling;model002;Class;Session;1;1;gpt4.1
case_13_theater_scheduling;Class;Theater;1;case_13_theater_scheduling;model002;Class;Theater;1;1;gpt4.1
case_13_theater_scheduling;Class;Abstract Play;1;case_13_theater_scheduling;model002;Class;Abstract Play;1;1;gpt4.1
case_13_theater_scheduling;Class;Musical;1;case_13_theater_scheduling;model002;Class;Musical;1;1;gpt4.1
case_13_theater_scheduling;Class;Opera;1;case_13_theater_scheduling;model002;Class;Opera;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Time.Day;1;case_13_theater_scheduling;model002;Attributes;TimeOfDay.DAY;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Time.Night;1;case_13_theater_scheduling;model002;Attributes;TimeOfDay.NIGHT;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Person.name;1;case_13_theater_scheduling;model002;Attributes;AuthorParticipant.name;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Session.date;1;case_13_theater_scheduling;model002;Attributes;Session.scheduledDate;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Session.timeBegin;1;case_13_theater_scheduling;model002;Attributes;Session.startTime;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Session.timeEnd;1;case_13_theater_scheduling;model002;Attributes;Session.endTime;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Theater.Location;1;case_13_theater_scheduling;model002;Attributes;Theater.location;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Play.name;1;case_13_theater_scheduling;model002;Attributes;Play.name;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Play.Time;1;case_13_theater_scheduling;model002;Attributes;Play.timeOfDay;1;1;gpt4.1
case_13_theater_scheduling;Association;"Play ""*"" -- ""*"" Theater : plays";1;case_13_theater_scheduling;model002;;;;;gpt4.1
case_13_theater_scheduling;Association;"Author ""1..*""  -- ""*"" Play : writes";1;case_13_theater_scheduling;model002;;;;;gpt4.1
case_13_theater_scheduling;Association;"Participant ""*"" -- ""*"" Play : acts";1;case_13_theater_scheduling;model002;;;;;gpt4.1
case_13_theater_scheduling;Inheritance;Person <|-- Author;1;case_13_theater_scheduling;model002;;;;;gpt4.1
case_13_theater_scheduling;Inheritance;Person <|-- Participant;1;case_13_theater_scheduling;model002;;;;;gpt4.1
case_13_theater_scheduling;Inheritance;Play <|-- Musical;1;case_13_theater_scheduling;model002;Inheritance;Musical --|> Play;1;1;gpt4.1
case_13_theater_scheduling;Inheritance;Play <|-- Opera;1;case_13_theater_scheduling;model002;Inheritance;Opera --|> Play;1;1;gpt4.1
case_13_theater_scheduling;Association Class;(Play , Participant) .. Session;1;case_13_theater_scheduling;model002;;;;;gpt4.1
case_13_theater_scheduling;Attributes;;;case_13_theater_scheduling;model002;Attributes;Theater.name;1;0;gpt4.1
case_13_theater_scheduling;Association;;;case_13_theater_scheduling;model002;Association;"Theater ""1..*"" -- ""0..*"" Session";1;0;gpt4.1
case_13_theater_scheduling;Association;;;case_13_theater_scheduling;model002;Association;"Play ""1"" -- ""1..*"" AuthorParticipant";1;0;gpt4.1
case_13_theater_scheduling;Association;;;case_13_theater_scheduling;model002;Association;"Play ""1"" -- ""1..*"" AuthorParticipant";1;0;gpt4.1
case_13_theater_scheduling;Association;;;case_13_theater_scheduling;model002;Association;"Session ""1"" -- ""0..*"" AuthorParticipant";1;0;gpt4.1
case_13_theater_scheduling;Composition;;;case_13_theater_scheduling;model002;Composition;"Play ""1"" *-- ""0..*"" Session";1;0;gpt4.1
case_13_theater_scheduling;Association Class;;;case_13_theater_scheduling;model002;Association Class;(Play, Session) .. AuthorParticipant;1;0;gpt4.1
case_13_theater_scheduling;Association Class;;;case_13_theater_scheduling;model002;Association Class;(Play, Theater) .. Session;1;0;gpt4.1
case_13_theater_scheduling;Class;Enumeration Time;1;case_13_theater_scheduling;model003;Class;Enumeration TimeOfDay;1;1;gpt4.1
case_13_theater_scheduling;Class;Abstract Person;1;case_13_theater_scheduling;model003;;;;;gpt4.1
case_13_theater_scheduling;Class;Author;1;case_13_theater_scheduling;model003;Class;Author;1;1;gpt4.1
case_13_theater_scheduling;Class;Participant;1;case_13_theater_scheduling;model003;Class;Participant;1;1;gpt4.1
case_13_theater_scheduling;Class;Session;1;case_13_theater_scheduling;model003;Class;Session;1;1;gpt4.1
case_13_theater_scheduling;Class;Theater;1;case_13_theater_scheduling;model003;Class;Theater;1;1;gpt4.1
case_13_theater_scheduling;Class;Abstract Play;1;case_13_theater_scheduling;model003;Class;Abstract Play;1;1;gpt4.1
case_13_theater_scheduling;Class;Musical;1;case_13_theater_scheduling;model003;Class;Musical;1;1;gpt4.1
case_13_theater_scheduling;Class;Opera;1;case_13_theater_scheduling;model003;Class;Opera;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Time.Day;1;case_13_theater_scheduling;model003;Attributes;TimeOfDay.Day;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Time.Night;1;case_13_theater_scheduling;model003;Attributes;TimeOfDay.Night;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Person.name;1;case_13_theater_scheduling;model003;;;;;gpt4.1
case_13_theater_scheduling;Attributes;Session.date;1;case_13_theater_scheduling;model003;Attributes;Session.scheduledDate;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Session.timeBegin;1;case_13_theater_scheduling;model003;Attributes;Session.startTime;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Session.timeEnd;1;case_13_theater_scheduling;model003;Attributes;Session.endTime;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Theater.Location;1;case_13_theater_scheduling;model003;Attributes;Theater.location;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Play.name;1;case_13_theater_scheduling;model003;Attributes;Play.name;1;1;gpt4.1
case_13_theater_scheduling;Attributes;Play.Time;1;case_13_theater_scheduling;model003;Attributes;Play.timeOfDay;1;1;gpt4.1
case_13_theater_scheduling;Association;"Play ""*"" -- ""*"" Theater : plays";1;case_13_theater_scheduling;model003;;;;;gpt4.1
case_13_theater_scheduling;Association;"Author ""1..*""  -- ""*"" Play : writes";1;case_13_theater_scheduling;model003;Association;"Play ""1..*"" -- ""1..*"" Author";1;0;gpt4.1
case_13_theater_scheduling;Association;"Participant ""*"" -- ""*"" Play : acts";1;case_13_theater_scheduling;model003;Association;"Play ""1..*"" -- ""1..*"" Participant";1;0;gpt4.1
case_13_theater_scheduling;Inheritance;Person <|-- Author;1;case_13_theater_scheduling;model003;;;;;gpt4.1
case_13_theater_scheduling;Inheritance;Person <|-- Participant;1;case_13_theater_scheduling;model003;;;;;gpt4.1
case_13_theater_scheduling;Inheritance;Play <|-- Musical;1;case_13_theater_scheduling;model003;Inheritance;Musical --|> Play;1;1;gpt4.1
case_13_theater_scheduling;Inheritance;Play <|-- Opera;1;case_13_theater_scheduling;model003;Inheritance;Opera --|> Play;1;1;gpt4.1
case_13_theater_scheduling;Association Class;(Play , Participant) .. Session;1;case_13_theater_scheduling;model003;;;;;gpt4.1
case_13_theater_scheduling;Attributes;;;case_13_theater_scheduling;model003;Attributes;Theater.name;1;0;gpt4.1
case_13_theater_scheduling;Attributes;;;case_13_theater_scheduling;model003;Attributes;Author.name;1;0;gpt4.1
case_13_theater_scheduling;Attributes;;;case_13_theater_scheduling;model003;Attributes;Participant.name;1;0;gpt4.1
case_13_theater_scheduling;Association;;;case_13_theater_scheduling;model003;Association;"Session ""1..*"" -- ""0..*"" Participant";1;0;gpt4.1
case_13_theater_scheduling;Composition;;;case_13_theater_scheduling;model003;Composition;"Theater ""1"" *-- ""1..*"" Session";1;0;gpt4.1
case_13_theater_scheduling;Composition;;;case_13_theater_scheduling;model003;Composition;"Play ""1"" *-- ""1..*"" Session";1;0;gpt4.1
case_13_theater_scheduling;Association Class;;;case_13_theater_scheduling;model003;Association Class;(Theater, Participant) .. Session;1;0;gpt4.1
case_13_theater_scheduling;Class;Enumeration Time;1;case_13_theater_scheduling;model011;Class;Enumeration TimeOfDay;1;1;gpt5
case_13_theater_scheduling;Class;Abstract Person;1;case_13_theater_scheduling;model011;;;;;gpt5
case_13_theater_scheduling;Class;Author;1;case_13_theater_scheduling;model011;Class;Author;1;1;gpt5
case_13_theater_scheduling;Class;Participant;1;case_13_theater_scheduling;model011;Class;Participant;1;1;gpt5
case_13_theater_scheduling;Class;Session;1;case_13_theater_scheduling;model011;Class;Session;1;1;gpt5
case_13_theater_scheduling;Class;Theater;1;case_13_theater_scheduling;model011;Class;Theater;1;1;gpt5
case_13_theater_scheduling;Class;Abstract Play;1;case_13_theater_scheduling;model011;Class;Abstract Play;1;1;gpt5
case_13_theater_scheduling;Class;Musical;1;case_13_theater_scheduling;model011;Class;Musical;1;1;gpt5
case_13_theater_scheduling;Class;Opera;1;case_13_theater_scheduling;model011;Class;Opera;1;1;gpt5
case_13_theater_scheduling;Attributes;Time.Day;1;case_13_theater_scheduling;model011;Attributes;TimeOfDay.Day;1;1;gpt5
case_13_theater_scheduling;Attributes;Time.Night;1;case_13_theater_scheduling;model011;Attributes;TimeOfDay.Night;1;1;gpt5
case_13_theater_scheduling;Attributes;Person.name;1;case_13_theater_scheduling;model011;;;;;gpt5
case_13_theater_scheduling;Attributes;Session.date;1;case_13_theater_scheduling;model011;Attributes;Session.scheduledDate;1;1;gpt5
case_13_theater_scheduling;Attributes;Session.timeBegin;1;case_13_theater_scheduling;model011;Attributes;Session.startTime;1;1;gpt5
case_13_theater_scheduling;Attributes;Session.timeEnd;1;case_13_theater_scheduling;model011;Attributes;Session.endTime;1;1;gpt5
case_13_theater_scheduling;Attributes;Theater.Location;1;case_13_theater_scheduling;model011;Attributes;Theater.location;1;1;gpt5
case_13_theater_scheduling;Attributes;Play.name;1;case_13_theater_scheduling;model011;Attributes;Play.name;1;1;gpt5
case_13_theater_scheduling;Attributes;Play.Time;1;case_13_theater_scheduling;model011;Attributes;Play.timeOfDay;1;1;gpt5
case_13_theater_scheduling;Association;"Play ""*"" -- ""*"" Theater : plays";1;case_13_theater_scheduling;model011;Association;"Play ""1..*"" -- ""0..*"" Theater";1;0;gpt5
